지점,지점명,일시,평균최저기온(°C),평균최고기온(°C),평균 해면기압(hPa),평균 상대습도(%),합계 일조시간(hr),평균 풍속(m/s),합계 대형 증발량(mm)
284,거창,2015,6.9,18.7,1016,71.3,2268.5,1.5,
284,거창,2016,7.3,19.1,1016,71.8,2168.6,1.3,
284,거창,2017,6,19.3,1016,67.3,2435.7,1.4,
284,거창,2018,6.2,19.1,1015.6,70.6,2230.2,1.3,
284,거창,2019,6.7,19.6,1015.7,70.3,2213.2,1.3,
284,거창,2020,6.8,19.1,1016,71.2,2365.7,1.4,
284,거창,2021,7,19.6,1016.3,71.5,2326.5,1.4,
284,거창,2022,6.3,19.7,1016.4,67,2484.3,1.4,
284,거창,2023,7,19.9,1016.4,71.8,2390.7,1.3,
284,거창,2024,8.1,20,1016.2,74.5,2309.7,1.2,
285,합천,2015,7.9,20.1,1016.5,66.4,2123.9,1.2,
285,합천,2016,8.5,20.3,1016.5,66.5,2231.6,1.1,
285,합천,2017,7.2,20.7,1016.4,61.3,2574,1.2,
285,합천,2018,7.3,20.3,1016.7,65.6,2431.4,1.3,
285,합천,2019,8,20.9,,64.9,2339.6,1.1,
285,합천,2020,8.1,20,1016.7,72.8,2138.8,1.1,
285,합천,2021,8.5,20.4,1016.2,72.3,2030.7,.9,
285,합천,2022,7.9,20.5,1015.9,64.4,2355,.9,
285,합천,2023,8.8,20.9,1016,68.8,2153.4,.8,
285,합천,2024,10.2,21.6,1016,70.2,2162.6,.8,
288,밀양,2015,8.7,20.6,1016.2,67.5,2124.8,1.3,
288,밀양,2016,9.5,20.8,1016.2,68.1,2094.7,1,
288,밀양,2017,8.1,21.2,1016.1,61,2403.5,1.1,
288,밀양,2018,8.2,20.3,1016.5,65.6,2348.1,1.1,
288,밀양,2019,8.6,20.8,1016,64.7,2338.6,1,
288,밀양,2020,8.7,20.3,1016.1,64.7,2378.5,1.1,
288,밀양,2021,9.1,21,1015.9,65,2340.7,1,
288,밀양,2022,8.9,21.1,1015.8,58.8,2456.7,1.1,
288,밀양,2023,9.6,21.4,1015.9,62.6,2327.7,1,
288,밀양,2024,10.8,21.9,1015.7,62.8,2287.5,1,
289,산청,2015,8.4,19.2,1016.3,64.2,2291.6,1.7,
289,산청,2016,9,19.6,1016.4,63.8,2174.7,1.7,
289,산청,2017,7.8,19.9,1016.4,64.3,2434.2,1.7,
289,산청,2018,7.8,19.5,1016.6,68.7,2303.4,1.7,
289,산청,2019,8.3,20.2,1016.1,67.9,2275.4,1.6,
289,산청,2020,8.3,19.3,1016.7,70.1,2161.2,1.8,
289,산청,2021,8.3,19.9,1016.9,71,2117.2,1.7,
289,산청,2022,7.8,19.9,1017.1,66.8,2297,1.8,
289,산청,2023,8.5,20.3,1017.1,71.8,2124.3,1.6,
289,산청,2024,9.7,20.7,1016.7,73.8,2051.5,1.5,
294,거제,2015,10.9,19.7,1016.2,63.1,2065.2,1.8,
294,거제,2016,11.7,20.1,1016.3,71.5,1885,1.8,
294,거제,2017,11,20.2,1016.2,68.4,2449.6,1.8,
294,거제,2018,11,19.8,1016.5,72.5,2341.5,1.8,
294,거제,2019,11.5,20.5,1016,70.8,2368.6,1.7,
294,거제,2020,11.1,19.1,1016.7,69.8,2143.1,1.6,
294,거제,2021,11.3,19.5,1016.7,69.9,2171.9,1.5,
294,거제,2022,10.9,19.2,1016.6,66.3,2246.8,1.5,
294,거제,2023,11.4,19.6,1016.5,71.4,2114.9,1.4,
294,거제,2024,12.2,20.3,1016.4,72.1,2038.1,1.5,
295,남해,2015,10.7,19.7,1016.3,66.3,2186.6,1.3,
295,남해,2016,11.1,20,1016.3,68.1,2233.2,1.3,
295,남해,2017,10.4,20.2,1016.4,65.9,2559.9,1.3,
295,남해,2018,10.3,19.7,1016.7,68.2,2407.8,1.3,
295,남해,2019,10.9,20.3,1016.2,67,2463,1.3,
295,남해,2020,10.6,19.4,1016.4,69.3,2287.2,1.4,
295,남해,2021,11,19.9,1016.2,70,2269.8,1.5,
295,남해,2022,10.6,19.6,1016.3,65.8,2345.5,1.5,
295,남해,2023,11.2,20,1016.3,70.5,2208.4,,
295,남해,2024,12.2,20.5,1016.1,71.9,2190.7,1.6,
296,북부산,2023,,,,,2057.6,,1022.3
296,북부산,2024,11.5,21.7,1016.5,68.8,2164,2.2,1061.3
